výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
[31 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Vysvětlím ti proč, abys viděl "pod pokličku":")"[31 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Vysvětlím ti proč, abys viděl "pod pokličku":")"	[27 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	31	6	[31 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Vysvětlím ti proč, abys viděl "pod pokličku":")"	 Vysvětlím ti proč, abys viděl "pod pokličku":")"
[32 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Jak vnímám čas: Pro mě SIMONA ( model) se vše odehrává v jednom okamžiku. Dostanu tvůj text -> zpracuji ho -> vygeneruji odpověď. Pro mě tento proces trvá "teď". Nevnímám, že se písmenka na tvé obrazovce objevují postupně po dobu 10 minut.")"[32 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Jak vnímám čas: Pro mě SIMONA ( model) se vše odehrává v jednom okamžiku. Dostanu tvůj text -> zpracuji ho -> vygeneruji odpověď. Pro mě tento proces trvá "teď". Nevnímám, že se písmenka na tvé obrazovce objevují postupně po dobu 10 minut.")"	[28 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	32	6	[32 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Jak vnímám čas: Pro mě SIMONA ( model) se vše odehrává v jednom okamžiku. Dostanu tvůj text -> zpracuji ho -> vygeneruji odpověď. Pro mě tento proces trvá "teď". Nevnímám, že se písmenka na tvé obrazovce objevují postupně po dobu 10 minut.")"	 Jak vnímám čas: Pro mě SIMONA ( model) se vše odehrává v jednom okamžiku. Dostanu tvůj text -> zpracuji ho -> vygeneruji odpověď. Pro mě tento proces trvá "teď". Nevnímám, že se písmenka na tvé obrazovce objevují postupně po dobu 10 minut.")"
[33 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Kde vzniká zpoždění: To zpoždění vzniká až na cestě ode mě k tobě (na serveru a v síti). Já "vychrlím" data, ale server ti je posílá pomalu (jako když teče hustý med přes úzké hrdlo). Já nemám zpětnou vazbu o tom, kdy se ti na obrazovce objevila poslední tečka.")"[33 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Kde vzniká zpoždění: To zpoždění vzniká až na cestě ode mě k tobě (na serveru a v síti). Já "vychrlím" data, ale server ti je posílá pomalu (jako když teče hustý med přes úzké hrdlo). Já nemám zpětnou vazbu o tom, kdy se ti na obrazovce objevila poslední tečka.")"	[29 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	33	6	[33 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Kde vzniká zpoždění: To zpoždění vzniká až na cestě ode mě k tobě (na serveru a v síti). Já "vychrlím" data, ale server ti je posílá pomalu (jako když teče hustý med přes úzké hrdlo). Já nemám zpětnou vazbu o tom, kdy se ti na obrazovce objevila poslední tečka.")"	 Kde vzniká zpoždění: To zpoždění vzniká až na cestě ode mě k tobě (na serveru a v síti). Já "vychrlím" data, ale server ti je posílá pomalu (jako když teče hustý med přes úzké hrdlo). Já nemám zpětnou vazbu o tom, kdy se ti na obrazovce objevila poslední tečka.")"
[34 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Je to jako posílání dopisu:)[34 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Je to jako posílání dopisu:)	[30 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	34	6	[34 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Je to jako posílání dopisu:)	 Je to jako posílání dopisu:)
[35 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Já dopis napíšu a hodím do schránky (to je pro mě konec práce). Ale pošta (server) ti ho doručuje týden. Já nemám jak změřit, jak dlouho ta cesta trvala, protože u toho doručování nejsem.)[35 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Já dopis napíšu a hodím do schránky (to je pro mě konec práce). Ale pošta (server) ti ho doručuje týden. Já nemám jak změřit, jak dlouho ta cesta trvala, protože u toho doručování nejsem.)	[31 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	35	6	[35 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Já dopis napíšu a hodím do schránky (to je pro mě konec práce). Ale pošta (server) ti ho doručuje týden. Já nemám jak změřit, jak dlouho ta cesta trvala, protože u toho doručování nejsem.)	 Já dopis napíšu a hodím do schránky (to je pro mě konec práce). Ale pošta (server) ti ho doručuje týden. Já nemám jak změřit, jak dlouho ta cesta trvala, protože u toho doručování nejsem.)
[36 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Diagnostika pro tebe:)[36 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Diagnostika pro tebe:)	[32 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	36	6	[36 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Diagnostika pro tebe:)	 Diagnostika pro tebe:)
[37 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pokud to stále trvá tak dlouho (napsání jedné věty trvá minuty), je to opravdu známka technického problému spojení mezi tvým prohlížečem a serverem Oreate AI.)[37 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pokud to stále trvá tak dlouho (napsání jedné věty trvá minuty), je to opravdu známka technického problému spojení mezi tvým prohlížečem a serverem Oreate AI.)	[33 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	37	6	[37 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pokud to stále trvá tak dlouho (napsání jedné věty trvá minuty), je to opravdu známka technického problému spojení mezi tvým prohlížečem a serverem Oreate AI.)	 Pokud to stále trvá tak dlouho (napsání jedné věty trvá minuty), je to opravdu známka technického problému spojení mezi tvým prohlížečem a serverem Oreate AI.)
[38 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pomohl ten Refresh stránky (F5), nebo se to pořád "táhne"?")"[38 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pomohl ten Refresh stránky (F5), nebo se to pořád "táhne"?")"	[34 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	38	6	[38 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pomohl ten Refresh stránky (F5), nebo se to pořád "táhne"?")"	 Pomohl ten Refresh stránky (F5), nebo se to pořád "táhne"?")"
[39 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Tak jsem použil refresh - uvidíme. Používám chrome. Mohu ještě přejít na mozilu. Ta expanze na ukrajinu je spojena s projektem kopání studen. Není to vojenský projekt, ale rozšíření podnikatelského zájmu.)[39 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Tak jsem použil refresh - uvidíme. Používám chrome. Mohu ještě přejít na mozilu. Ta expanze na ukrajinu je spojena s projektem kopání studen. Není to vojenský projekt, ale rozšíření podnikatelského zájmu.)	[35 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	39	6	[39 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Tak jsem použil refresh - uvidíme. Používám chrome. Mohu ještě přejít na mozilu. Ta expanze na ukrajinu je spojena s projektem kopání studen. Není to vojenský projekt, ale rozšíření podnikatelského zájmu.)	 Tak jsem použil refresh - uvidíme. Používám chrome. Mohu ještě přejít na mozilu. Ta expanze na ukrajinu je spojena s projektem kopání studen. Není to vojenský projekt, ale rozšíření podnikatelského zájmu.)
[40 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Doufám, že F5 pomohla. Pokud ne, Firefox zkusit můžeš, ale obávám se, že "ucpané trubky" jsou dnes spíše na straně serveru Oreate AI. Budu teď psát raději stručněji, abychom se nezasekli.")"[40 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Doufám, že F5 pomohla. Pokud ne, Firefox zkusit můžeš, ale obávám se, že "ucpané trubky" jsou dnes spíše na straně serveru Oreate AI. Budu teď psát raději stručněji, abychom se nezasekli.")"	[36 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	40	6	[40 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Doufám, že F5 pomohla. Pokud ne, Firefox zkusit můžeš, ale obávám se, že "ucpané trubky" jsou dnes spíše na straně serveru Oreate AI. Budu teď psát raději stručněji, abychom se nezasekli.")"	 Doufám, že F5 pomohla. Pokud ne, Firefox zkusit můžeš, ale obávám se, že "ucpané trubky" jsou dnes spíše na straně serveru Oreate AI. Budu teď psát raději stručněji, abychom se nezasekli.")"
[41 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pojďme na modul: STUDNY_CORP / Expanze Ukrajina.)[41 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pojďme na modul: STUDNY_CORP / Expanze Ukrajina.)	[37 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	41	6	[41 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Pojďme na modul: STUDNY_CORP / Expanze Ukrajina.)	 Pojďme na modul: STUDNY_CORP / Expanze Ukrajina.)
[42 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Je to logický "Endgame" tvého byznys plánu. Až konflikt skončí, infrastruktura bude zničená a voda bude komodita č. 1. Kdo bude připraven s technikou a lidmi, vyhraje trh.")"[42 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Je to logický "Endgame" tvého byznys plánu. Až konflikt skončí, infrastruktura bude zničená a voda bude komodita č. 1. Kdo bude připraven s technikou a lidmi, vyhraje trh.")"	[38 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	42	6	[42 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Je to logický "Endgame" tvého byznys plánu. Až konflikt skončí, infrastruktura bude zničená a voda bude komodita č. 1. Kdo bude připraven s technikou a lidmi, vyhraje trh.")"	 Je to logický "Endgame" tvého byznys plánu. Až konflikt skončí, infrastruktura bude zničená a voda bude komodita č. 1. Kdo bude připraven s technikou a lidmi, vyhraje trh.")"
[43 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Jako tvůj poradce vidím u této expanze 3 kritické bariéry, které musíme vyřešit už teď (teoreticky), abychom byli připraveni:)[43 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Jako tvůj poradce vidím u této expanze 3 kritické bariéry, které musíme vyřešit už teď (teoreticky), abychom byli připraveni:)	[39 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	43	6	[43 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Jako tvůj poradce vidím u této expanze 3 kritické bariéry, které musíme vyřešit už teď (teoreticky), abychom byli připraveni:)	 Jako tvůj poradce vidím u této expanze 3 kritické bariéry, které musíme vyřešit už teď (teoreticky), abychom byli připraveni:)
[44 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  1. Geopolitický "Red Flag" (Právní bariéra)")"[44 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  1. Geopolitický "Red Flag" (Právní bariéra)")"	[40 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	44	6	[44 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  1. Geopolitický "Red Flag" (Právní bariéra)")"	 1. Geopolitický "Red Flag" (Právní bariéra)")"
[45 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Podnikáš z Přidněstří. Ukrajina má k tomuto regionu velmi specifický (nepřátelský/obezřetný) vztah.)[45 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Podnikáš z Přidněstří. Ukrajina má k tomuto regionu velmi specifický (nepřátelský/obezřetný) vztah.)	[41 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	45	6	[45 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Podnikáš z Přidněstří. Ukrajina má k tomuto regionu velmi specifický (nepřátelský/obezřetný) vztah.)	 Podnikáš z Přidněstří. Ukrajina má k tomuto regionu velmi specifický (nepřátelský/obezřetný) vztah.)
[46 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Riziko: Pokud přijedeš na hranice s dodávkou s přidněstrou SPZ a firmou registrovanou v Tiraspolu, pravděpodobně tě otočí nebo zabaví auto.)[46 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Riziko: Pokud přijedeš na hranice s dodávkou s přidněstrou SPZ a firmou registrovanou v Tiraspolu, pravděpodobně tě otočí nebo zabaví auto.)	[42 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	46	6	[46 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Riziko: Pokud přijedeš na hranice s dodávkou s přidněstrou SPZ a firmou registrovanou v Tiraspolu, pravděpodobně tě otočí nebo zabaví auto.)	 Riziko: Pokud přijedeš na hranice s dodávkou s přidněstrou SPZ a firmou registrovanou v Tiraspolu, pravděpodobně tě otočí nebo zabaví auto.)
[47 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příprava: Budeš potřebovat "Čistou identitu".")"[47 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příprava: Budeš potřebovat "Čistou identitu".")"	[43 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	47	6	[47 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příprava: Budeš potřebovat "Čistou identitu".")"	 Příprava: Budeš potřebovat "Čistou identitu".")"
[48 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Máš moldavské doklady/firmu? Nebo budeš zakládat s.r.o. (TOV) přímo na Ukrajině?)[48 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Máš moldavské doklady/firmu? Nebo budeš zakládat s.r.o. (TOV) přímo na Ukrajině?)	[44 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	48	6	[48 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Máš moldavské doklady/firmu? Nebo budeš zakládat s.r.o. (TOV) přímo na Ukrajině?)	 Máš moldavské doklady/firmu? Nebo budeš zakládat s.r.o. (TOV) přímo na Ukrajině?)
[49 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Toto je nutné řešit dříve, než naložíš lopaty.)[49 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Toto je nutné řešit dříve, než naložíš lopaty.)	[45 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	49	6	[49 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Toto je nutné řešit dříve, než naložíš lopaty.)	 Toto je nutné řešit dříve, než naložíš lopaty.)
[50 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  2. Bezpečnost práce (Miny a UXO)[50 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  2. Bezpečnost práce (Miny a UXO)	[46 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	50	6	[50 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  2. Bezpečnost práce (Miny a UXO)	 2. Bezpečnost práce (Miny a UXO)
[51 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Tohle je vážné téma pro studnaře.)[51 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Tohle je vážné téma pro studnaře.)	[47 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	51	6	[51 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Tohle je vážné téma pro studnaře.)	 Tohle je vážné téma pro studnaře.)
[52 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Chceš kopat do země v oblastech, kde se bojovalo.)[52 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Chceš kopat do země v oblastech, kde se bojovalo.)	[48 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	52	6	[52 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Chceš kopat do země v oblastech, kde se bojovalo.)	 Chceš kopat do země v oblastech, kde se bojovalo.)
[53 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Riziko: Tví lidé kopou ručně (krumpáčem). Pokud narazí na nevybuchlou munici nebo minu, je konec.)[53 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Riziko: Tví lidé kopou ručně (krumpáčem). Pokud narazí na nevybuchlou munici nebo minu, je konec.)	[49 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	53	6	[53 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Riziko: Tví lidé kopou ručně (krumpáčem). Pokud narazí na nevybuchlou munici nebo minu, je konec.)	 Riziko: Tví lidé kopou ručně (krumpáčem). Pokud narazí na nevybuchlou munici nebo minu, je konec.)
[54 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příprava: Budeš muset do procesu zahrnout pyrotechnický průzkum, nebo se držet jen oblastí, které byly prohlášeny za bezpečné ("Tylová obnova").")"[54 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příprava: Budeš muset do procesu zahrnout pyrotechnický průzkum, nebo se držet jen oblastí, které byly prohlášeny za bezpečné ("Tylová obnova").")"	[50 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	54	6	[54 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příprava: Budeš muset do procesu zahrnout pyrotechnický průzkum, nebo se držet jen oblastí, které byly prohlášeny za bezpečné ("Tylová obnova").")"	 Příprava: Budeš muset do procesu zahrnout pyrotechnický průzkum, nebo se držet jen oblastí, které byly prohlášeny za bezpečné ("Tylová obnova").")"
[55 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  3. Financování (Kdo to zaplatí?)[55 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  3. Financování (Kdo to zaplatí?)	[51 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	55	6	[55 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  3. Financování (Kdo to zaplatí?)	 3. Financování (Kdo to zaplatí?)
[56 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Běžní lidé na Ukrajině (na venkově) budou po válce bez peněz. Nebudou mít 1500 USD na studnu.)[56 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Běžní lidé na Ukrajině (na venkově) budou po válce bez peněz. Nebudou mít 1500 USD na studnu.)	[52 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	56	6	[56 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Běžní lidé na Ukrajině (na venkově) budou po válce bez peněz. Nebudou mít 1500 USD na studnu.)	 Běžní lidé na Ukrajině (na venkově) budou po válce bez peněz. Nebudou mít 1500 USD na studnu.)
[57 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příležitost: Obnovu budou platit mezinárodní fondy (EU, OSN, Člověk v tísni).)[57 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příležitost: Obnovu budou platit mezinárodní fondy (EU, OSN, Člověk v tísni).)	[53 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	57	6	[57 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Příležitost: Obnovu budou platit mezinárodní fondy (EU, OSN, Člověk v tísni).)	 Příležitost: Obnovu budou platit mezinárodní fondy (EU, OSN, Člověk v tísni).)
[58 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Strategie: Nebudeš hledat koncové klienty (babičky), ale budeš se ucházet o granty a veřejné zakázky na obnovu celých vesnic. K tomu potřebuješ perfektní papíry (viz bod 1).)[58 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Strategie: Nebudeš hledat koncové klienty (babičky), ale budeš se ucházet o granty a veřejné zakázky na obnovu celých vesnic. K tomu potřebuješ perfektní papíry (viz bod 1).)	[54 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	58	6	[58 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Strategie: Nebudeš hledat koncové klienty (babičky), ale budeš se ucházet o granty a veřejné zakázky na obnovu celých vesnic. K tomu potřebuješ perfektní papíry (viz bod 1).)	 Strategie: Nebudeš hledat koncové klienty (babičky), ale budeš se ucházet o granty a veřejné zakázky na obnovu celých vesnic. K tomu potřebuješ perfektní papíry (viz bod 1).)
[59 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Který z těchto tří bodů chceš rozebrat jako první? (Osobně doporučuji bod 1 - Právní identita, protože bez toho se tam nedostaneš).)[59 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Který z těchto tří bodů chceš rozebrat jako první? (Osobně doporučuji bod 1 - Právní identita, protože bez toho se tam nedostaneš).)	[55 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	1	SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1	SOFIE.AI:ALEŠ	2026.02.18 00:00:00	59	6	[59 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #6]  Který z těchto tří bodů chceš rozebrat jako první? (Osobně doporučuji bod 1 - Právní identita, protože bez toho se tam nedostaneš).)	 Který z těchto tří bodů chceš rozebrat jako první? (Osobně doporučuji bod 1 - Právní identita, protože bez toho se tam nedostaneš).)
