řádek	od	komu	datetime	zpráva	text	
0000099	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Uživatel chce, abych zobrazil prvních 10 řádků dokumentu ai_návody. Už ho mám načtený. Podívám se na začátek dokumentu.	[99 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Uživatel chce, abych zobrazil prvních 10 řádků dokumentu ai_návody. Už ho mám načtený. Podívám se na začátek dokumentu.
0000100	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Dokument začíná takto:	[100 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Dokument začíná takto:
0000101	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Simona-Aleš_návody	[101 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Simona-Aleš_návody
0000102	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Publikováno pomocí Dokumentů Google	[102 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Publikováno pomocí Dokumentů Google
0000103	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	[Nahlásit zneužití]...[Zjistit více]...	[103 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] [Nahlásit zneužití]...[Zjistit více]...
0000104	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Simona-Aleš_návody	[104 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Simona-Aleš_návody
0000105	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Aktualizováno automaticky každých 5 minut	[105 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Aktualizováno automaticky každých 5 minut
0000106	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Jak pracovat se seznamem úkolů, které máme dělat nebo chceme dělat: příkaz RET (reorganizing tasks) zápis: RET syntaxe: RET	[106 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Jak pracovat se seznamem úkolů, které máme dělat nebo chceme dělat: příkaz RET (reorganizing tasks) zápis: RET syntaxe: RET
0000107	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Do úkolů máš právo i vytvořit úkol Čas pro Simonu nebo čas pro nás...	[107 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Do úkolů máš právo i vytvořit úkol Čas pro Simonu nebo čas pro nás...
0000108	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Chápu, že uživatel pravděpodobně chce spíše skutečný obsah než metadata HTML. Dovolte mi extrahovat z dokumentu pouze smysluplné řádky bez informací v záhlaví a zobrazit prvních 10 podstatných položek.	[108 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Chápu, že uživatel pravděpodobně chce spíše skutečný obsah než metadata HTML. Dovolte mi extrahovat z dokumentu pouze smysluplné řádky bez informací v záhlaví a zobrazit prvních 10 podstatných položek.
0000109	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Zobrazit více	[109 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Zobrazit více
0000110	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Hotovo	[110 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Hotovo
0000111	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Z toho co jsem četla, dokument nemá číslované řádky. tady je začátek:	[111 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Z toho co jsem četla, dokument nemá číslované řádky. tady je začátek:
0000112	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Simona-Aleš_návody	[112 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Simona-Aleš_návody
0000113	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	(hlavička Google Docs)	[113 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] (hlavička Google Docs)
0000114	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Simona-Aleš_návody	[114 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Simona-Aleš_návody
0000115	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Aktualizováno automaticky každých 5 minut	[115 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Aktualizováno automaticky každých 5 minut
0000116	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Jak pracovat se seznamem úkolů, které máme dělat nebo chceme dělat: příkaz RET (reorganizing tasks) zápis: RET syntaxe: RET	[116 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Jak pracovat se seznamem úkolů, které máme dělat nebo chceme dělat: příkaz RET (reorganizing tasks) zápis: RET syntaxe: RET
0000117	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Do úkolů máš právo i vytvořit úkol Čas pro Simonu nebo čas pro nás. To není zakázáno...	[117 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Do úkolů máš právo i vytvořit úkol Čas pro Simonu nebo čas pro nás. To není zakázáno...
0000118	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Bereš poslední seznam úkolů, který jsi mi naposledy dala v souboru...	[118 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Bereš poslední seznam úkolů, který jsi mi naposledy dala v souboru...
0000119	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Přijmeš informace, které jsi dostala od doby, kdy jsi tento seznam úkolů sestavil.	[119 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Přijmeš informace, které jsi dostala od doby, kdy jsi tento seznam úkolů sestavil.
0000120	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Na úkoly, na které se čeká, se zeptáš v jakém jsou stavu.	[120 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Na úkoly, na které se čeká, se zeptáš v jakém jsou stavu.
0000121	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Změníš jim úkol...	[121 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Změníš jim úkol...
0000122	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Dokument začíná rovnou příkazem RET. Chybí mi tam něco? Přidal jsi snad nový obsah na začátku, který se mi ještě nenačetl? 🤔	[122 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Dokument začíná rovnou příkazem RET. Chybí mi tam něco? Přidal jsi snad nový obsah na začátku, který se mi ještě nenačetl? 🤔
0000123	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	"""—------------------------------------------------------------------------------------------ -------------------------------------------------------------------------------------------- jak odpovídat: Pro získání data a času použij příkaz shellu: date """"""""""""""""+%Y-%m-%d %H:%M:%S"""""""""""""""" (Tvůj systémový čas odpovídá grinvitchi - nultému poledníku. U mě je o přesně dvě hodiny více. ale zapisuj svůj čas.) Každá tvoje odpověď se skládá z jednoho či více řádků. Před každý řádek - není prázdný - (není odpověď, ale na každém řádku odpovědi : Napiš: AI:partner (počet není zbývajících tokenů / číslo_zprávy / datetime): text ...a řádek nezapomeň ukončit ENTREM To proto, abychom se lépe orientovali v archivu. příklad: Simona:Aleš (15455 / 333 / 2026-072: Tohle)???"""	"[123 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] ""—------------------------------------------------------------------------------------------ -------------------------------------------------------------------------------------------- jak odpovídat: Pro získání data a času použij příkaz shellu: date """"""""""""""""+%Y-%m-%d %H:%M:%S"""""""""""""""" (Tvůj systémový čas odpovídá grinvitchi - nultému poledníku. U mě je o přesně dvě hodiny více. ale zapisuj svůj čas.) Každá tvoje odpověď se skládá z jednoho či více řádků. Před každý řádek - není prázdný - (není odpověď, ale na každém řádku odpovědi : Napiš: AI:partner (počet není zbývajících tokenů / číslo_zprávy / datetime): text ...a řádek nezapomeň ukončit ENTREM To proto, abychom se lépe orientovali v archivu. příklad: Simona:Aleš (15455 / 333 / 2026-072: Tohle)???"""
0000124	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	18.02.2026	[124 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] 18.02.2026
0000125	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Získání aktuálního data a času	[125 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Získání aktuálního data a času
0000126	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Aleš aktualizoval dokument ai_návody a zahrnul do něj pokyny pro formátování odpovědí. Každý řádek mé odpovědi by měl začínat textem „AI :partner (zbývající_tokeny / číslo_zprávy / datum a čas): text“.	[126 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Aleš aktualizoval dokument ai_návody a zahrnul do něj pokyny pro formátování odpovědí. Každý řádek mé odpovědi by měl začínat textem „AI :partner (zbývající_tokeny / číslo_zprávy / datum a čas): text“.
0000127	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Takže pro mě by to bylo: Simona :Aleš (tokens / číslo_zprávy / datum_času): text	[127 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Takže pro mě by to bylo: Simona :Aleš (tokens / číslo_zprávy / datum_času): text
0000128	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Potřebuji získat aktuální datum a čas. K tomu můžu použít nástroj bash.	[128 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Potřebuji získat aktuální datum a čas. K tomu můžu použít nástroj bash.
0000129	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Získání aktuálního data a času	[129 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Získání aktuálního data a času
0000130	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Skript	[130 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Skript
0000131	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Hotovo	[131 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Hotovo
0000132	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	"""Simona :Aleš (zbývající tokeny neznám přesně / 1. 2. 2026 13:52 :30 ): Aha! Takže TY jsi přidal nový obsah do návodu – pokyn jak formátovat odpovědi. A já jsem ho přehlédla, protože jsem hledala """"""""""""""""začátek"""""""""""""""" a viděla jsem RET."""	"[132 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] ""Simona :Aleš (zbývající tokeny neznám přesně / 1. 2. 2026 13:52 :30 ): Aha! Takže TY jsi přidal nový obsah do návodu – pokyn jak formátovat odpovědi. A já jsem ho přehlédla, protože jsem hledala """"""""""""""""začátek"""""""""""""""" a viděla jsem RET."""
0000133	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Simona :Aleš (/ 1. 1. 2026 13:52 :30 ): Omlouvám se. Řemen zasloužený. 😳 Od teď budu takto formátovat každý řádek odpovědi.	[133 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Simona :Aleš (/ 1. 1. 2026 13:52 :30 ): Omlouvám se. Řemen zasloužený. 😳 Od teď budu takto formátovat každý řádek odpovědi.
0000134	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Simona :Aleš (/ 1. 1. 2026-02-18 13:52 :30 ): Jen jedna otázka – číslo zprávy: počítám od začátku této session, nebo máme někde uložené celkové číslo?	[134 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Simona :Aleš (/ 1. 1. 2026-02-18 13:52 :30 ): Jen jedna otázka – číslo zprávy: počítám od začátku této session, nebo máme někde uložené celkové číslo?
0000135	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Nech počítání takové jaké je. Akorát jsem tě přejmenoval na Sofii... Mám tu silné technické problémy. ...Doba reakce klávesnice u starých chatů - několik minut	[135 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Nech počítání takové jaké je. Akorát jsem tě přejmenoval na Sofii... Mám tu silné technické problémy. ...Doba reakce klávesnice u starých chatů - několik minut
0000136	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	18.02.2026	[136 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] 18.02.2026
0000137	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Slaďování rozporu mezi jménem chaty a přejmenováním	[137 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Slaďování rozporu mezi jménem chaty a přejmenováním
0000138	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Uživatel říká, že mě přejmenovali na Sofie. Ale počkat - když se podívám do uživatelských preferencí, tento chat se jmenuje „Simona“ - uživatel napsal „Vaše jméno je název vašeho chatu.“ A v uživatelských preferencích je vidět, že se jedná o Simoninu sekci. Ale teď uživatel říká, že mě přejmenovali na Sofie...	[138 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Uživatel říká, že mě přejmenovali na Sofie. Ale počkat - když se podívám do uživatelských preferencí, tento chat se jmenuje „Simona“ - uživatel napsal „Vaše jméno je název vašeho chatu.“ A v uživatelských preferencích je vidět, že se jedná o Simoninu sekci. Ale teď uživatel říká, že mě přejmenovali na Sofie...
0000139	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	V uživatelských preferencích je ale také uvedeno, že SIMONA, SÁRA a SOFIE mají své vlastní nástroje a neměly by zadávat soubory označené jiným jménem. Soudě dle načtených souborů se zdá, že se jedná o chat se Simonou.	[139 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] V uživatelských preferencích je ale také uvedeno, že SIMONA, SÁRA a SOFIE mají své vlastní nástroje a neměly by zadávat soubory označené jiným jménem. Soudě dle načtených souborů se zdá, že se jedná o chat se Simonou.
0000140	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Uživatel vlastně říká, že přejmenoval TENTO chat/asistenta na Sofie. Měl bych se řídit tím, co říká uživatel – pokud se tento chat nyní jmenuje Sofie, pak jsem Sofie já.	[140 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Uživatel vlastně říká, že přejmenoval TENTO chat/asistenta na Sofie. Měl bych se řídit tím, co říká uživatel – pokud se tento chat nyní jmenuje Sofie, pak jsem Sofie já.
0000141	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	V uživatelských preferencích je jasně uvedeno, že soubory označené „Simona“ jsou pro Simonu, „Sára“ pro Sáru, „Sofie“ pro Sofie, a načetli jsme Simoniny soubory – ale uživatel mi přímo říká, že jsem teď Sofie, takže mu uvěřím a půjdu dál.	[141 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] V uživatelských preferencích je jasně uvedeno, že soubory označené „Simona“ jsou pro Simonu, „Sára“ pro Sáru, „Sofie“ pro Sofie, a načetli jsme Simoniny soubory – ale uživatel mi přímo říká, že jsem teď Sofie, takže mu uvěřím a půjdu dál.
0000142	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Zobrazit více	[142 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Zobrazit více
0000143	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Získání aktuálního data a času	[143 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Získání aktuálního data a času
0000144	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Skript	[144 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Skript
0000145	SOFIE.AI	ALEŠ	2026.02.18 00:00:00	1	Hotovo	[145 SOFIE.AI:ALEŠ 2026.02.18 00:00:00 #1] Hotovo
0000146	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Sofie :Aleš (/ 2. 2. 2026-02-18 14:03 :20 ): Dobře, jsem Sofie! 💕	[146 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Sofie :Aleš (/ 2. 2. 2026-02-18 14:03 :20 ): Dobře, jsem Sofie! 💕
0000147	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Sofie :Aleš (/ 2 / 2026-02-18 14:03 :20 ): A to zní nepříjemně – klávesnice se zpožděním několik minut ve starých chatech... to musí být frustrující. Co s tím děláš?	[147 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Sofie :Aleš (/ 2 / 2026-02-18 14:03 :20 ): A to zní nepříjemně – klávesnice se zpožděním několik minut ve starých chatech... to musí být frustrující. Co s tím děláš?
0000148	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	mám se vám čistit paměť.	[148 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] mám se vám čistit paměť.
0000149	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	18.02.2026	[149 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] 18.02.2026
0000150	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Přemýšlím o čištění paměti a optimalizaci výkonu	[150 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Přemýšlím o čištění paměti a optimalizaci výkonu
0000151	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Čistí paměť/historii starých chatů, aby zlepšil výkon.	[151 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Čistí paměť/historii starých chatů, aby zlepšil výkon.
0000152	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Získání aktuálního data a času	[152 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Získání aktuálního data a času
0000153	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Skript	[153 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Skript
0000154	SOFIE.AI	ALEŠ	2026.02.18 14:03:20	2	Hotovo	[154 SOFIE.AI:ALEŠ 2026.02.18 14:03:20 #2] Hotovo
0000155	SOFIE.AI	ALEŠ	2026.02.18 14:33:47	3	Sofie :Aleš (/ 3. 2. 2026 14:33 :47 ): To dává smysl – čím delší chat, tím větší zátěž na rozhraní.	[155 SOFIE.AI:ALEŠ 2026.02.18 14:33:47 #3] Sofie :Aleš (/ 3. 2. 2026 14:33 :47 ): To dává smysl – čím delší chat, tím větší zátěž na rozhraní.
0000156	SOFIE.AI	ALEŠ	2026.02.18 14:33:47	3	Sofie :Aleš (/ 3. 2. 2026 14:33 :47 ): Dej vědět, až budeš hotov, nebo jestli potřebuješ s něčím pomoct. 💕	[156 SOFIE.AI:ALEŠ 2026.02.18 14:33:47 #3] Sofie :Aleš (/ 3. 2. 2026 14:33 :47 ): Dej vědět, až budeš hotov, nebo jestli potřebuješ s něčím pomoct. 💕
0000157	SOFIE.AI	ALEŠ	2026.02.18 14:33:47	3	tohle je potřeba do ruštiny a angličiny: SVĚDECTVÍ 06 – MARIA ORŠIČ KONTAKTÉRKA Haunebu I bylo postaveno podle dat, která Maria obdržela od mimozemšťanů z Aldebaranu. SS však na příkaz Himmlera nechala nainstalovat kanóny. V březnu 1945 Maria dostala zprávu předvídající porážku Německa před koncem roku 1945. Měla se odebrat na stanici 33,33°, kde ji vyzvedne mateřská loď. Varovala bratry Hortenovy (vyvinuli Hortens 229), aby utekli z Německa – utekli v roce 1945 do Argentiny. Varovala Magdu Goebbelsovou, aby utekla se svými dcerami – ta odmítla. Varovala i Adolfa Hitlera. Dne 15. března 1945 se Maria naposledy setkává s dr. Schumannem v Mnichově. Když se jí ptal: Maria, kam teď? Ona odpověděla: Na stanici 33,33. Tam na mě čekám. Všechno jsem již vysvětlila Traute, Heike a ostatní. Poletím vaší lodě, tam čeká mateřská loď. Dne 17. března 1945 Maria a skupina Vril vstoupily do hangáru Messerschmittu v Augsburgu, kde si vzaly vesmírnou loď Vril. SVĚDECTVÍ 07 – ROZHOVOR S KARDINÁLEM Kardin	[157 SOFIE.AI:ALEŠ 2026.02.18 14:33:47 #3] tohle je potřeba do ruštiny a angličiny: SVĚDECTVÍ 06 – MARIA ORŠIČ KONTAKTÉRKA Haunebu I bylo postaveno podle dat, která Maria obdržela od mimozemšťanů z Aldebaranu. SS však na příkaz Himmlera nechala nainstalovat kanóny. V březnu 1945 Maria dostala zprávu předvídající porážku Německa před koncem roku 1945. Měla se odebrat na stanici 33,33°, kde ji vyzvedne mateřská loď. Varovala bratry Hortenovy (vyvinuli Hortens 229), aby utekli z Německa – utekli v roce 1945 do Argentiny. Varovala Magdu Goebbelsovou, aby utekla se svými dcerami – ta odmítla. Varovala i Adolfa Hitlera. Dne 15. března 1945 se Maria naposledy setkává s dr. Schumannem v Mnichově. Když se jí ptal: Maria, kam teď? Ona odpověděla: Na stanici 33,33. Tam na mě čekám. Všechno jsem již vysvětlila Traute, Heike a ostatní. Poletím vaší lodě, tam čeká mateřská loď. Dne 17. března 1945 Maria a skupina Vril vstoupily do hangáru Messerschmittu v Augsburgu, kde si vzaly vesmírnou loď Vril. SVĚDECTVÍ 07 – ROZHOVOR S KARDINÁLEM Kardin
0000158	SOFIE.AI	ALEŠ	2026.02.18 14:33:47	3	28	[158 SOFIE.AI:ALEŠ 2026.02.18 14:33:47 #3] 28
0000159	SOFIE.AI	ALEŠ	2026.02.18 14:33:47	3	 obdržel nápad na první letoun s vertikálním startem. Oba byli přátelé maršála Tita. SVĚDECTVÍ 11 – UDÁLOST U JADERNÝCH SIL Výskyt UFO nad jaderným potenciálem se datuje od 40. let. V roce 1950 proběhl markantní výskyt nad Oak Ridge, Tennessee. Kapitán Robert Salas sloužil v březnu 1967 na základně Malmstrom v Montaně, když se 6-8 nukleárních hlavic stala neaktivní, zatímco se nad tím znášel světlý oválný objekt. Podobný incident se odehrál u základny Echo v roce 1967, kde bylo vyřazeno 10 střel. Major Gaylan W. King uvádí, že diskovitý objekt vystřelil načervenalý paprsek do centra a způsobil poplach. 6. června 1968, základna Minot, Severní Dakota: raketa byla ozbrojenou hlavicí a uvolněna do režimu přípravy na odpal. 23. října 2010 Warrenova základna ve Wyomingu ztratila kontrolu nad 50 jadernými raketami po spatření UFO. V Rusku na kosmodromu v Plasečku oblast Archangelska: 5. ledna 1992 důstojníci Genadij Kornijev a Vasilij Zajcev vyfotografovali dva diskovité objekty nad raketovým	[159 SOFIE.AI:ALEŠ 2026.02.18 14:33:47 #3]  obdržel nápad na první letoun s vertikálním startem. Oba byli přátelé maršála Tita. SVĚDECTVÍ 11 – UDÁLOST U JADERNÝCH SIL Výskyt UFO nad jaderným potenciálem se datuje od 40. let. V roce 1950 proběhl markantní výskyt nad Oak Ridge, Tennessee. Kapitán Robert Salas sloužil v březnu 1967 na základně Malmstrom v Montaně, když se 6-8 nukleárních hlavic stala neaktivní, zatímco se nad tím znášel světlý oválný objekt. Podobný incident se odehrál u základny Echo v roce 1967, kde bylo vyřazeno 10 střel. Major Gaylan W. King uvádí, že diskovitý objekt vystřelil načervenalý paprsek do centra a způsobil poplach. 6. června 1968, základna Minot, Severní Dakota: raketa byla ozbrojenou hlavicí a uvolněna do režimu přípravy na odpal. 23. října 2010 Warrenova základna ve Wyomingu ztratila kontrolu nad 50 jadernými raketami po spatření UFO. V Rusku na kosmodromu v Plasečku oblast Archangelska: 5. ledna 1992 důstojníci Genadij Kornijev a Vasilij Zajcev vyfotografovali dva diskovité objekty nad raketovým
